id,texto
173,3307 - Institui Programa Pedagógico visita ao gabinete do prefeito
174,3311 - Autoriza o Executivo a efetuar adiantamento de recursos financeiros destinados a realização 42 FAMPOP
175,3302 - Dispõe sobre garantia de acessibilidade comunicativa a mulher com deficiência vítima de violência doméstica e familiar
176,3306 - Institui Política de prevenção À ciberpedofilia
177,3303 - Institui o Dia Municipal da Equoterapia no calendário oficial
178,3304 - Dispõe sobre implantação de sistema de monitoramento por câmeras nas creches
179,3305 - Institui Políticas Púbicas para o combate a alienação parental - 25 de abril
180,382 - Dispõe sobre alteração da LC 370-2025 FMSAI - fundo municipal saneamento ambiental
181,3296 - Cria o Programa Móveis para Recomeçar
182,3300 - Dispõe sobre abertura de crédito adicional especial - GAbinete
183,383 - Autoriza FREA conceder revisão geral anual 5 por cento
184,3297 - Autoriza Poder Executivo realizar doação de imóvel para o Estado através da PM
185,3301 - Inclui área objeto da matrícula 94055 CRI no perímetro urbano
186,3294 - Institui o cadastro municipal de professores com deficiência
187,3298 - Dispõe sobre abertura de crédito especial 200.000 saude
188,381 - Dispõe sobre revogação da LC 115-2010 e Cria Guarda Civil
189,3295 - Dispõe sobre o Plano Plurianual de Ação Governamental PPAG 2026-2029
190,3299 - Dispõe sobre abertura de crédito especial 223.275 semads
191,3293 - Abertura de Crédito adicional especial - secretaria saúde 600.000
192,379 - Autoriza Poder Executivo conceder revisão geral de vencimentos dos servidores e empregados públicos
193,"3291 - Institui Programa Escola Segura , divulgação em escolas tecnicas de primeiros socorros prevenção a incêndios e controle de pÂnico"
194,380 - Dispõe sobre alteração da Lei Complementar 225-2016 - código tributário
195,3292 - Autoriza Poder Executivo doar área de propriedade municipal ao Fundo de Arrendamento Residencial FAR representado pela Caixa CEF - minha casa minha vida
196,3287 - Dispõe sobre medidas de incentivo à doação voluntária de sangue
197,3288 - Dispõe sobre instituição da Campanha eu freio para os animais
198,"3289 - Dispõe sobre abertura de crédito adicional - Planejamento e Obras 750,00"
199,3290 - Dispõe sobre abertura de crédito suplementar FREA 418.860
200,3277 - Alteração da Lei 2722 de 30 de agosto de 2022 - Soupleliss Cosméticos
201,3278 - Alteração da Lei 2654 de 16 de maio de 2022 - SANGIÁCOMO MATERIAIS DE CONSTRUÇÃO LTDA
202,3281 - Dispõe sobre a garantia prioridade programas habitacionais
203,3285 - Dispõe sobre abertura de Crédito Adicional - SEMADS 65.634
204,3282 - Inclui no calendário - Dia Enfermeira Márcia - Feminicídio
205,3286 - Dispõe sobre abertura de Crédito Adicional - SEMADS 78.000
206,3283 - Dispõe sobre abertura de Crédito Adicional - Educação 850.846
207,378 - Concessão de isenção de taxa de alvará templos religiosos
208,3284 - Dispõe sobre abertura de Crédito Adicional - SEMADS 11.610
209,3279 - Alteração da Lei 2142 de 03 de outubro de 2017 - Convênio Operação Delegada
210,3280 - Alteração da Lei 1407 de 31 de agosto de 2010 - Companhia da Policia Militar
211,3276 - Concessão de uso - Associação Motociclistas Insanos Mot Clube
212,377 - Alteração da Lei Complementar 229 de 03 de outubro de 2017 - Fundo Municipal Corpo de Bombeiros
213,3275 - Cria Dossiê Mulher Avareense
214,3274 - Evento anual Festival Natureza
215,3273 - Abertura de Crédito Adicional Saude 1.500.000 - assinada
216,3270 - Abertura de Crédito Adicional Fundo municipal Saúde 84.069 - assinada
217,3267 - Dispõe sobre divulgação despesas eventos artísticos e culturais - assinado
218,3271 - Abertura de Crédito Adicional SEMADS 283.246 - assinada
219,3268 - Institui no calendário Oficial Semana Municipal Conscientização Autismo - assinado
220,3272 - Abertura de Crédito Adicional SEMADS 65.298 - assinada
221,3269 - Dispõe sobre alteração da §1 do art. 1º da Lei 3233-2025 - assinada
222,375 - Dispõe sobre a alteração do anexo I da LC 126 - Psicologo
223,3265 - Dispõe sobre a revogação da Lei 1794 de maio de 2014 - doação de área Paula Souza
224,376 - Dispõe sobre a alteração do anexo I da LC 126 - Técnico de Manutenção em Equipamento de informática
225,3266 - Abertura de Crédito Adicional Especial - SEMADS
226,374 - Dispõe sobre a alteração do anexo I da LC 126 - Controle Interno
227,3262 - Abertura de crédito adicional especial 5.188 - semads
228,3263 - Abertura de crédito adicional especial 2.309 - semads
229,3264 - Abertura de crédito adicional especial 16.915 - semads
230,3261 - Institui Loteria Municipal
231,3258 - Dispõe sobre a REVOGAÇÃO da Lei nº 2.768 de 24 de novembro de 2022
232,3259 - Dispõe sobre a distribuição da alementação escolar para alunos da Rede Municipal
233,"3260 - Altera o artigo 135, da Lei nº 315, de 23 de maio de 1995, disciplinando as consignações facultativas em folha de pagamento"
234,3253 - Dispõe sobre obrigatoriedade de participação da OAB em concursos públicos
235,3257 - Abertura de Crédito Adicional  anulação 180 reais - semads
236,3254 - Altera o parágrafo 2º do artigo 3 da lei 1812 de 2014
237,373 - Dispõe sobre a alteração da LC 364 - prorrogação REFIS
238,3255 - Concessão de uso Associação Paulista de Equoterapia
239,3252 - Institui Programa Adote um ponto de ônibus
240,3256 - Abertura de Crédito Adicional 200.000 - Saúde
241,"3250 - Dispõe sobre abertura de crédito adicional especial 1.739.785,54 - educação"
242,3247 - Dispõe sobre as diretrizes orçamentárias do município para elaboração da LOA 2026
243,"3251 - Dispõe sobre abertura de crédito adicional especial 66,72 - cultura"
244,3248 - Autoriza o Município a celebrar convênio operacionalização de cartão de crédito consignado
245,372 - Dispõe sobre alterações dos incisos I e II do artigo 8° da lei complementar 260 de 2021 - plano diretor
246,"3249 - Abertura de crédito adicional especial 2.646.000,00 Secretaria da Educação Merenda"
247,3246 - Dispõe sobre a garantia do direito ao acesso pleno à informação aos deficientes visuais - pracegover
248,3244 - Dispõe sobre alteração da lei 3207 de 2025 - associação nacional do cavalo de rédeas ANCR
249,3241 - Dispõe sobre alteração da lei 134 de 19 de setembro de 2001
250,3245 - Dispõe sobre abertura de crédito adicional suplementar 3.776.334 - secretaria da educação
251,3242 - Dispõe sobre abertura de crédito adicional suplementar fundo municipal da saude - 611.557
252,3239 - Dispõe sobre a vacinação domiciliar das pessoas com autismo
253,3243 - Dispõe sobre abertura de crédito adicional suplementar - planejamento e obras - 4.924
254,3240 - Institui o Dia do Motociclista
255,3237 - Dispõe sobre abertura de crédito suplementar - Fundo Saúde
256,3238 - Dispõe sobre abertura de crédito adicional especial - Fundo Saúde
257,371 - Dispõe sobre a concessão de isenção fiscal para empresa HANNA ENGENHARIA E CONSTRUÇÃO
258,3236 - Dispõe sobre concessão de uso AMAGOLF
259,3233 - Dispõe sobre gratuidade de ingressos ou inscrições para pessoas idosas e com deficiência em eventos
260,3234 - Institui Semana Municipal Djanira
261,3235 - Dispõe sobre abertura de crédito adicional 269.300 - Fundo Saúde
262,3232 - Dispõe sobre a disponibilização de fone antirruído às pessoas TEA em órgãos públicos
263,3231 - Autoriza desembolsar valores para custeio da delegação avareense dos 67º Jogos Regionais 2025 – Sede Itapetininga
264,3230 -Institui o dia municípal do Flash Back
265,"3229 - Crédito Adicional 44.001,10"
266,"3228 - Crédito Adicional 583.672,67"
267,3225 - Institui Semana da Juventude - 12 de agosto
268,3226 - Crédito Adicional 5.598
269,3227 - Crédito Adicional 90.000
270,3222 - Institui o documento de identificação Pessoa com Câncer DIPC
271,3223 - Institui Campanha Abril Laranja - Contra o Abuso Animal
272,3224 - Institui Política de Conscientização e Atenção à Saúde das Mulheres no Cimatério e Menopausa
273,3221 - Cria Cartilha de Proteção e bem estar animal
274,3213 - Dispõe sobre Alteração do art. 3 da Lei 2774 de 2022
275,3210 - Reorganiza e reestrutura Conselho do Turismo COMTUR
276,3214 - Abre crédito adicional especial 26.057 - SEMADS
277,3211 - Institui Semana Escolar de Combate a Violência Contra a Mulher
278,3215 - Estabelece índice revisão geral anual  servidores da Camara de vereadores
279,3212 - Institui Dia de Concientização sobre experiências Adversas na Infância
280,370 - Acrescenta parágrafos 5 e 6 no artigo 3 da Lei 263-2021
281,3206 - Associação dos Muladeiros de Avaré  - AMA
282,8285 - Abertura de Crédito Adicional 50.000
283,3207 - Concessão Associação Nacional do Cavalo de Rédeas ANCR
284,3204 - Institui Programa dos Idosos Desaparecidos
285,3208 - Abertura de Crédito Adicional 15.427
286,3205 - Núcleo de Criadores de Nelore de Avaré
287,3209 - Abertura de Crédito Adicional 50.000
288,8284 - Abertura de Crédito Adicional 15.427
289,3201 - Dispõe sobre instalação e utilização de biodigestores em unidades escolares no município da Estância Turística de Avaré
290,3202 - Garante o direito de prioridade de matrícula de irmãos na mesma unidade escolar
291,3203 - Altera o artigo 10 da lei 1.283 - institui o Regime de Adiantamento
292,3195 - Politica de Monitorização de alunos com diabetes
293,3196 - Institui Programa Banca do Esporte
294,3197 - Abertura de Crédito Adicional 1.372
295,3194 - Crédito Adicional Suplementar 3.772.133 - Educação
296,3191 - Crédito Adicional Especial 34.720
297,3192 - Crédito Adicional Especial 2.117
298,3193 - Altera Lei 2207-2018 - Conselho Saneamento Básico
299,3190 - Programa Autista no Esporte
300,3189 - Comemoração da Fundação do Pelotão da Cavalaria de Avaré
301,3186 - Programa Roda de Conversas - Doenças Mentais
302,3187 - Turismo Pedagógico
303,3188 - Responsabilidade Condomínios comunicarem ocorrência de violência doméstica
304,3179 - Crédito Adicional 10.866
305,3172 - Crédito Adicional 1.220.822
306,3165 - Crédito Adicional 229
307,3158 - Crédito Adicional 9.259
308,3183 - Crédito Adicional 1.000.000
309,3176 - Crédito Adicional 6.031.645
310,3169 - Crédito Adicional 9.393
311,3162 - Crédito Adicional 89.174
312,368 - Cria vagas -  Chefe de Planejamento e Gestão de Gabinete
313,3180 - Crédito Adicional 19.560
314,3173 - Crédito Adicional 1.017
315,3166 - Crédito Adicional 813
316,3159 - Crédito Adicional 8.988
317,365 - Reduz gratificação Auxiliar de Procuradoria
318,3184 - Crédito Adicional 2.147.000
319,3177 - Crédito Adicional 301.317
320,3170 - Crédito Adicional 12.392
321,3163 - Crédito Adicional 74.857
322,369 - Cria vagas -  Assessor Gestão Administrativa
323,3181 - Crédito Adicional 194.137
324,3174 - Crédito Adicional 3.874.835
325,3167 - Crédito Adicional 4.269
326,3160 - Crédito Adicional 32.006
327,367 - Cria vagas -  Coord. Tec. Adm. Divisão Expediente Secretaria de Gabinete - Assessor Saúde
328,3185 - Crédito Adicional 2.600.000
329,3178 - Crédito Adicional 451.084
330,3171 - Crédito Adicional 30.774
331,3164 - Crédito Adicional 45.650
332,3157 - Crédito Adicional 553
333,3182 - Crédito Adicional 48.103
334,3175 - Crédito Adicional 6.864.942
335,"3168 - Crédito Adicional 6,46"
336,3161 - Crédito Adicional 35.146
337,366 - Cria vagas -  Chefe de planejamento e politicas públicas
338,364 - REFIS 2025
339,3155 - Crédito Adicional 1.805.708
340,3152 - Instalação de dispositivo QR CODE escolas
341,3156 - Crédito Adicional 2.098.732
342,3153 - Crédito Adicional 346.978
343,3154 - Crédito Adicional 369.383
344,3151 - Denomina logradouro - Margareth da Conceição de Oliveira JUbert - assinada
345,362 - ANEXOS Altera anexo III da Lei complementar 126-2010 - Função Gratificada DECON
346,3149 - Altera artigos da Lei DEMUTRAN - assinada
347,362 - Altera anexo III da Lei complementar 126-2010 - Função Gratificada DECON - assinada
348,3150 - Institui o Dia da Conscientização Alzaimer - Eu não te conheço - assinada
349,363 - Altera artigo 11 da da Lei Complementar 216-2016 - Adcional de substituição professor adjunto e monitor - educação - assinada
350,355- Criação da Secretaria Municipal da Proteção e do Bem estar Animal
351,342 - Salario Minimo
352,349- criação da Secretaria Municipal de Segurança Pública
353,3147 -abertura de Crédito
354,358- criação Scretaria de Inclusão e Transtorno
355,"345 -alteração o § único, do artigo 1º, da Lei Complementar nº 304"
356,354- criação da Secretaria Municipal de Chefia de Gabinete do Executivo
357,"361- alteração do anexo II – Lei Complementar 251, de 11 de maio de 2020, alterada através da Lei Complementar 332, de 26 de fevereiro de 2024 e da Lei Complementar nº334"
358,348- extinção dos cargos
359,3148 -abertura de Crédito
360,357- alteração da Lei Complementar nº 277 e do anexo III
361,344 - alteração do anexo III – Quadro de Pessoal – Cargos em Comissão – Lei Complementar 126
362,351- criação da Secretaria Municipal de inovação e tecnologia
363,353- criação da Secretaria Municipal de Fiscalização de Postura Municipais
364,"360- alteração do anexo III – Quadro de Pessoal – Cargos em Comissão – Lei Complementar 126, de 02 de junho de 2010, alterada através da LC 292, de 22 de julho de 2022"
365,"347- alteração do anexo II– Lei Complementar 251, de 11 de maio de 2020"
366,356- Criação da Secretaria Municipal da Juventude
367,343 - Sec ind. e com
368,350- criação da Secretaria Municipal de Relações Pública
369,352- criação da Secretaria Municipal de Gestão Pública
370,359- Secretaria Municipal de Transportes e Serviços
371,"346- alteração do anexo I, da Lei Complementar nº 126, de 02 de junho de 2010, alterada através da Lei Complementar 329, de 06 de dezembro de 2023"
372,341 - Disciplina a cessão e recebimento de servidor público
373,3146 - Revoga Lei 2593 - exames toxicológicos
374,3145 - Institui o Dia do Rio Paranapanema
375,"3142 -  Crédito adicional especial -96.622,71 - educação"
376,"3141 -  Crédito adicional suplementar -18.670,01 - planejamento"
377,"3144 -  Crédito adicional especial -130.039,57 - educação"
378,"3140 -  Crédito adicional suplementar -18.670,01 - planejamento"
379,"3143 -  Crédito adicional especial -40.550,62 - educação"
380,3139 - CÂMARA -  Dia do Campista Caravanista
381,3138 - CÂMARA - autorização para criação de vagas de embarque e desembarque motoristas de aplicativo
382,3137 - CÂMARA - Institui o programa cuidando de quem cuida
383,"3132 -  Crédito adicional suplementar - 23.758,71"
384,"3135 -  Crédito adicional suplementar -3.302.159,90 - educação"
385,"3131 -  Crédito adicional especial - 50.000,00"
386,"3134 -  Crédito adicional suplementar -301.784,27 - meio ambiente"
387,"3133 -  Crédito adicional suplementar - 242.839,06 - planejamento"
388,"3136 -  Crédito adicional especial -414.736,71 - educação"
389,3130 -  Institui o Dia do Colaboarador da Industria de Confecçao
390,3129 -  Revogação da Lei 3048 de 2024 - dia do profissional da industria textil
391,3128 -  autoriza desembolsar valores delegação avareense dos 86º jogos abertos 2024 - são jose do rio preto
392,3127 -  Estima a receita fixa e despesa do municipio 2025
393,340 - Estabelece novo valor ao vale alimentação  - 1º de janeiro de 2025
394,3126 - CÂMARA - Garante a emissão de certidão negativa de fornecimento de medicamento ou tratamento médico aos usuáios da Rede Publica de Sáude
395,"3125 -  Crédito adicional especial - 528.596,37 - planejamento"
396,"3124 -  Crédito adicional especial - 62.564,77 - saúde"
397,339 -Institui o Programa de Recuperação Fiscal - REFIS
398,3123 -  Cria o centro de referencia de atendimento a mulher no municipio de avare - CRAM
399,338 -Alteração de dispositivo da lei complementar 216 2016 - educação
400,"3121 -  Crédito Adicional Especial - 46.561,17 - educação"
401,337 -Alteração de dispositivo da lei 2007 2016
402,"3122 -  Crédito Adicional Suplementar - 3.075.496,44 - educação"
403,336 - Normas e diretrizes gerais a realizaçao de concursos publicos no ambito da administração publica municipal
404,3120 - CÂMARA - institui a Politica Municipal de Proteção dos Direitos da Pessoa com Fibromialgia (2)
405,"3116 -  Crédito Adicional Especial - 2.501,59 - semads"
406,3119 - CÂMARA - cria estatuto da pessoa com transtorno do espectro autista - TEA
407,"3115 -  Crédito Adicional Especial - 52.529,53 - semads"
408,3118  - CÂMARA - garante vagas em CEIs proximos à residencia menores de 04 anos
409,"3117 -  Crédito Adicional Especial - 465.580,83 - educação"
410,3114 - CÂMARA - proibe a comercialização e instalaçaõ de equipamento pra motocicletas  com ruídos acima do limite
411,3113 - CÂMARA - obrigatoriedade de aplicaçao do questionario m-chat para rastreametneo precoce de autismo
412,3112 - CÂMARA - autoriza a criação do centro especializado de pessoas com transtorno do espectro autista
413,3111 - CÂMARA - criaçao do conselho muncipal do bem-estar dos animais e do fundo de proteçao e bem-estra animal
414,3109 - Dispõe sobre a divulgação de informações relativas a contratos de locação de imóveis pela administração publica
415,3108 - CÂMARA -  dispoe sobre proibição de manter animais domesticos acorrentados e em espaços confinados
416,3110 - CÂMARA - institui a campanha escolar de conscientização contra fake news nas escolas da rede publica
417,3106 - CÃMARA  - institui programa de cuidado dos profissionais da educaçaço
418,3107 - CÂMARA - autoriza a criação do centro municipal de equoterapia
419,3105 - CÂMARA - programa educaçao animal na escola
420,3104 - CÂMARA - institui politica municipal de incentivo e fomento às rodas culturais de Batalha de Rimas
421,3103 - CÂMARA - criar espaço Sala do Afeto - Calm Zone - destinado a autitas
422,3100 -  Institui Programa Municipal de Transporte Escolar Publico
423,"3102 -  Crédito Adicional Suplementar - 2.012.825,00 - saude"
424,"3101 -  Crédito Adicional Suplementar - 100.000,00 - planejamento"
425,"3097 -  Crédito adicional especial - R$ 127.889,10 - semads"
426,"3096 -  Crédito adicional suplementar - R$ 262.324,16 - educação"
427,"3099 -  Crédito adicional esoecial - R$ 400.000,00 - semads"
428,"3095 -  Crédito adicional especial - R$ 30.979,39 - semads"
429,"3098 -  Crédito adicional suplementar - R$ 259.583,33"
430,335 - Altera a redação do artigo 113 da LC 150  - composição dos conselhos tutelares
431,3094 - CÂMARA - obrigatoriedade de assentos em farmacia
432,"3093 -  Crédito adicional especial - R$ 15.000,00  - semads"
433,"3092 -  Crédito adicional especial - R$ 1.275.000,00  - saúde"
434,"3091 -  Crédito adicional especial - R$ 182.860,00  - planejamento"
435,3088 - CÂMARA - publicação da relação dos funcionarios de plantão no conselho tutelar
436,3087 - CÂMARA - Programa Meu Corpo Não é Coletivo
437,3090 - CÂMARA - dia do enxadrista
438,3089 - CÂMARA - dia municipal do Rotary Club
439,"3086 -  Crédito adicional especial - R$ 100.000,00 - semads"
440,"3082 -  Crédito adicional especial - R$ 9.264,93 - semades"
441,"3085 -  Crédito adicional especial - R$ 60.000,00 - semads"
442,"3084 -  Crédito adicional especial - R$ 300.000,00 - semads"
443,"3083 -  Crédito adicional suplementarl - R$ 182.860,00 - planejamento"
